"sha256","App_name","Category","Number of type"
"B401955B141A13826992DB74BBBF20444192A9B1677D1BC21CDF05354A0CA604","Wafacash","Java Code Security","1"
"D34A3A4699D65E95A3863C781C5ECA2780F8AABCC4B4C652D32481AC86ACDF59","IB BANK Mobile-Banking","Network","6"
"D34A3A4699D65E95A3863C781C5ECA2780F8AABCC4B4C652D32481AC86ACDF59","IB BANK Mobile-Banking","Permissions","2"
"3119566B55724A585A7FD1A9BD8B4729CE7A091DBD276A5C332D37FFA2A47565","Al-Izza Money","Permissions","1"
"3119566B55724A585A7FD1A9BD8B4729CE7A091DBD276A5C332D37FFA2A47565","Al-Izza Money","Network","6"
"3119566B55724A585A7FD1A9BD8B4729CE7A091DBD276A5C332D37FFA2A47565","Al-Izza Money","Java Code Security","1"
"3119566B55724A585A7FD1A9BD8B4729CE7A091DBD276A5C332D37FFA2A47565","Al-Izza Money","Build Parametrization","1"
"3119566B55724A585A7FD1A9BD8B4729CE7A091DBD276A5C332D37FFA2A47565","Al-Izza Money","Storage","2"
"3119566B55724A585A7FD1A9BD8B4729CE7A091DBD276A5C332D37FFA2A47565","Al-Izza Money","Cryptography","1"
"841466B5BC4BA86CEE95B781E6E9568F926BB5F99A09DD63F60D993D7A1BED4A","UBA Mobile","Network","13"
"841466B5BC4BA86CEE95B781E6E9568F926BB5F99A09DD63F60D993D7A1BED4A","UBA Mobile","Cryptography","1"
"841466B5BC4BA86CEE95B781E6E9568F926BB5F99A09DD63F60D993D7A1BED4A","UBA Mobile","Permissions","3"
"841466B5BC4BA86CEE95B781E6E9568F926BB5F99A09DD63F60D993D7A1BED4A","UBA Mobile","Java Code Security","1"
"7712B2DA50047E1B415B050EE5898D14CEA4C81D39C30B56BDCFCB4BE07EECE3","MyBOA","Java Code Security","1"
"7712B2DA50047E1B415B050EE5898D14CEA4C81D39C30B56BDCFCB4BE07EECE3","MyBOA","Cryptography","1"
"7712B2DA50047E1B415B050EE5898D14CEA4C81D39C30B56BDCFCB4BE07EECE3","MyBOA","Permissions","3"
"7712B2DA50047E1B415B050EE5898D14CEA4C81D39C30B56BDCFCB4BE07EECE3","MyBOA","Network","2"
"EDC40B9C24358D3E90712134C36454DB57CAF0279BBACA527A95D44C59BB671B","UBA Mobile","Network","10"
"EDC40B9C24358D3E90712134C36454DB57CAF0279BBACA527A95D44C59BB671B","UBA Mobile","Potentially Malicious","1"
"EDC40B9C24358D3E90712134C36454DB57CAF0279BBACA527A95D44C59BB671B","UBA Mobile","Cryptography","3"
"EDC40B9C24358D3E90712134C36454DB57CAF0279BBACA527A95D44C59BB671B","UBA Mobile","Permissions","2"
"EDC40B9C24358D3E90712134C36454DB57CAF0279BBACA527A95D44C59BB671B","UBA Mobile","Java Code Security","1"
"CF893C6EAA6593AD8B5D368D4745FA5D64F18C256D5309A4B7B32F30FBF0F0C6","ALease Pro","Java Code Security","1"
"CF893C6EAA6593AD8B5D368D4745FA5D64F18C256D5309A4B7B32F30FBF0F0C6","ALease Pro","Permissions","2"
"CF893C6EAA6593AD8B5D368D4745FA5D64F18C256D5309A4B7B32F30FBF0F0C6","ALease Pro","Network","7"
"CF893C6EAA6593AD8B5D368D4745FA5D64F18C256D5309A4B7B32F30FBF0F0C6","ALease Pro","UI","2"
"CF893C6EAA6593AD8B5D368D4745FA5D64F18C256D5309A4B7B32F30FBF0F0C6","ALease Pro","General","1"
"CF893C6EAA6593AD8B5D368D4745FA5D64F18C256D5309A4B7B32F30FBF0F0C6","ALease Pro","Cryptography","1"
"03F87B1AF267026AFD254AE6D5323986A4F14A938452F0C8F28DF7929D1F078C","ID Money","Permissions","1"
"03F87B1AF267026AFD254AE6D5323986A4F14A938452F0C8F28DF7929D1F078C","ID Money","Network","8"
"03F87B1AF267026AFD254AE6D5323986A4F14A938452F0C8F28DF7929D1F078C","ID Money","Java Code Security","1"
"03F87B1AF267026AFD254AE6D5323986A4F14A938452F0C8F28DF7929D1F078C","ID Money","Cryptography","4"
"03F87B1AF267026AFD254AE6D5323986A4F14A938452F0C8F28DF7929D1F078C","ID Money","General","1"
"3698851C54519E40E9649C1AA037D2B70AE0714238DAA35280E7BAE318526F68","BSICCI Mobile-Banking","Network","6"
"3698851C54519E40E9649C1AA037D2B70AE0714238DAA35280E7BAE318526F68","BSICCI Mobile-Banking","Permissions","2"
"BB6F1F29A0134F0C10EA802FB9621D82A0DF045F0A44118F1F48973B156EEB33","BICICI Mobile","Permissions","1"
"BB6F1F29A0134F0C10EA802FB9621D82A0DF045F0A44118F1F48973B156EEB33","BICICI Mobile","Network","3"
"BB6F1F29A0134F0C10EA802FB9621D82A0DF045F0A44118F1F48973B156EEB33","BICICI Mobile","Cryptography","1"
"D92E69776D9936AA6F1336ED930A27DA50B5F7E1DF4D0E604907F2EA9C689B9F","Orange Bank Africa.apk","Network","4"
"D92E69776D9936AA6F1336ED930A27DA50B5F7E1DF4D0E604907F2EA9C689B9F","Orange Bank Africa.apk","Permissions","2"
"D92E69776D9936AA6F1336ED930A27DA50B5F7E1DF4D0E604907F2EA9C689B9F","Orange Bank Africa.apk","General","1"
"D92E69776D9936AA6F1336ED930A27DA50B5F7E1DF4D0E604907F2EA9C689B9F","Orange Bank Africa.apk","Java Code Security","1"
"D92E69776D9936AA6F1336ED930A27DA50B5F7E1DF4D0E604907F2EA9C689B9F","Orange Bank Africa.apk","Cryptography","1"
"143B1743ECD9D3BA03ABE929A08712286AB411128780CE4BE4D12954BD9CFC0D","Sib-Check Mobile","Network","6"
"143B1743ECD9D3BA03ABE929A08712286AB411128780CE4BE4D12954BD9CFC0D","Sib-Check Mobile","Java Code Security","1"
"143B1743ECD9D3BA03ABE929A08712286AB411128780CE4BE4D12954BD9CFC0D","Sib-Check Mobile","Permissions","2"
"4E4F5C07E47766C9B5B2093E38712F8D5DF8B4A6EF642D2D6D256E3425E82DF4","BAO MOBILE","Java Code Security","1"
"4E4F5C07E47766C9B5B2093E38712F8D5DF8B4A6EF642D2D6D256E3425E82DF4","BAO MOBILE","Permissions","2"
"4E4F5C07E47766C9B5B2093E38712F8D5DF8B4A6EF642D2D6D256E3425E82DF4","BAO MOBILE","Logging","1"
"4E4F5C07E47766C9B5B2093E38712F8D5DF8B4A6EF642D2D6D256E3425E82DF4","BAO MOBILE","Network","3"
"4E4F5C07E47766C9B5B2093E38712F8D5DF8B4A6EF642D2D6D256E3425E82DF4","BAO MOBILE","UI","1"
"4E4F5C07E47766C9B5B2093E38712F8D5DF8B4A6EF642D2D6D256E3425E82DF4","BAO MOBILE","Storage","1"
"4E4F5C07E47766C9B5B2093E38712F8D5DF8B4A6EF642D2D6D256E3425E82DF4","BAO MOBILE","Cryptography","1"
"D29D35E0B8692317D36338F04B8F955BD76C0CDD396C424D19DE187AB74C2BAA","BNIONLINE","Backend Credentials in Code","1"
"D29D35E0B8692317D36338F04B8F955BD76C0CDD396C424D19DE187AB74C2BAA","BNIONLINE","Network","7"
"D29D35E0B8692317D36338F04B8F955BD76C0CDD396C424D19DE187AB74C2BAA","BNIONLINE","Cryptography","6"
"D29D35E0B8692317D36338F04B8F955BD76C0CDD396C424D19DE187AB74C2BAA","BNIONLINE","Permissions","3"
"D29D35E0B8692317D36338F04B8F955BD76C0CDD396C424D19DE187AB74C2BAA","BNIONLINE","App Certificates","1"
"D29D35E0B8692317D36338F04B8F955BD76C0CDD396C424D19DE187AB74C2BAA","BNIONLINE","Java Code Security","1"
"D29D35E0B8692317D36338F04B8F955BD76C0CDD396C424D19DE187AB74C2BAA","BNIONLINE","Storage","2"
